9714,1,0,16691,0,0,19595,0,2,8240,1,1,255,1,6,88,1,3
9713,1,0,16701,0,0,19214,0,2,8242,1,1,255,1,6,88,1,3
9713,1,0,16712,0,0,18848,0,2,8244,1,1,255,1,6,88,1,3
9712,1,0,16723,0,0,18495,0,2,8245,1,1,255,1,6,88,1,3
9712,1,0,16733,0,0,18155,0,2,8247,1,1,255,1,6,88,1,3
9711,1,0,16744,0,0,17827,0,2,8249,1,1,255,1,6,88,1,3
9711,1,0,16755,0,0,17511,0,2,8251,1,1,255,1,6,88,1,3
9710,1,0,16765,0,0,17206,0,2,8253,1,1,255,1,6,88,1,3
9710,1,0,16776,0,0,16912,0,2,8254,1,1,255,1,6,88,1,3
9709,1,0,16787,0,0,16627,0,2,8256,1,1,255,1,6,88,1,3
9709,1,0,16797,0,0,16352,0,2,8258,1,1,255,1,6,88,1,3
9708,1,0,16808,0,0,16086,0,2,8260,1,1,255,1,6,88,1,3
9708,1,0,16819,0,0,15829,0,2,8262,1,1,255,1,6,88,1,3
9707,1,0,16830,0,0,15579,0,2,8264,1,1,255,1,6,88,1,3
9707,1,0,16840,0,0,15338,0,2,8266,1,1,255,1,6,88,1,3
9706,1,0,16851,0,0,15103,0,2,8268,1,1,255,1,6,88,1,3
9706,1,0,16862,0,0,14876,0,2,8270,1,1,255,1,6,88,1,3
9705,1,0,16873,0,0,14655,0,2,8272,1,1,255,1,6,88,1,3
9705,1,0,16884,0,0,14441,0,2,8274,1,1,255,1,6,88,1,3
9704,1,0,16895,0,0,14234,0,2,8277,1,1,255,1,6,88,1,3
9703,1,0,16906,0,0,14032,0,2,8279,1,1,255,1,6,89,1,3
9703,1,0,16917,0,0,13836,0,2,8281,1,1,255,1,6,89,1,3
9702,1,0,16928,0,0,13645,0,2,8283,1,1,255,1,6,89,1,3
9702,1,0,16938,0,0,13459,0,2,8286,1,1,255,1,6,89,1,3
9701,1,0,16949,0,0,13279,0,2,8288,1,1,255,1,6,89,1,3
9701,1,0,16960,0,0,13103,0,2,8290,1,1,255,1,6,89,1,3
9700,1,0,16972,0,0,12932,0,2,8293,1,1,255,1,6,89,1,3
9700,1,0,16983,0,0,12765,0,2,8295,1,1,255,1,6,89,1,3
9699,1,0,16994,0,0,12602,0,2,8297,1,1,255,1,6,89,1,3
9699,1,0,17005,0,0,12444,0,2,8300,1,1,255,1,6,89,1,3
9698,1,0,17016,0,0,12289,0,2,8302,1,1,255,1,6,89,1,3
9697,1,0,17027,0,0,12139,0,2,8305,1,1,255,1,6,89,1,3
9697,1,0,17038,0,0,11992,0,2,8307,1,1,255,1,6,89,1,3
9696,1,0,17049,0,0,11848,0,2,8310,1,1,255,1,6,89,1,3
9696,1,0,17060,0,0,11708,0,2,8312,1,1,255,1,6,89,1,3
9695,1,0,17071,0,0,11571,0,2,8315,1,1,255,1,6,89,1,3
9695,1,0,17083,0,0,11438,0,2,8318,1,1,255,1,6,89,1,3
9694,1,0,17094,0,0,11308,0,2,8322,1,1,255,1,6,89,1,3
9693,1,0,17106,0,0,11181,0,2,8324,1,1,255,1,6,89,1,3
9693,1,0,17117,0,0,11056,0,2,8327,1,1,255,1,6,89,1,3
9692,1,0,17128,0,0,10934,0,2,8330,1,1,255,1,6,89,1,3
9692,1,0,17140,0,0,10815,0,2,8333,1,1,255,1,6,89,1,3
9691,1,0,17151,0,0,10698,0,2,8336,1,1,252,0,6,89,1,3
9691,1,0,17162,0,0,10584,0,2,8338,1,1,250,0,6,89,1,3
9690,1,0,17174,0,0,10472,0,2,8341,1,1,247,0,6,89,1,3
9690,1,0,17185,0,0,10363,0,2,8344,1,1,245,0,6,89,1,3
9689,1,0,17197,0,0,10256,0,2,8347,1,1,243,0,6,89,1,3
9688,1,0,17208,0,0,10151,0,2,8350,1,1,240,0,6,89,1,3
9688,1,0,17219,0,0,10048,0,2,8353,1,1,238,0,6,89,1,3
9687,1,0,17231,0,0,9947,0,2,8356,1,1,236,0,6,89,1,3
9687,1,0,17242,0,0,9849,0,2,8359,1,1,233,0,6,89,1,3
9686,1,0,17254,0,0,9752,0,2,8362,1,1,231,0,6,89,1,3
9686,1,0,17265,0,0,9657,0,2,8365,1,1,229,0,6,90,1,3
9685,1,0,17277,0,0,9564,0,2,8368,1,1,227,0,6,90,1,3
9684,1,0,17289,0,0,9473,0,2,8371,1,1,225,0,6,90,1,3
9684,1,0,17300,0,0,9383,0,2,8374,1,1,223,0,6,90,1,3
9683,1,0,17312,0,0,9296,0,2,8378,1,1,221,0,6,90,1,3
9683,1,0,17323,0,0,9209,0,2,8381,1,1,219,0,6,90,1,3
9682,1,0,17335,0,0,9125,0,2,8384,1,1,217,0,6,90,1,3
9682,1,0,17347,0,0,9042,0,2,8387,1,1,215,0,6,90,1,3
9681,1,0,17358,0,0,8960,0,2,8391,1,1,213,0,6,90,1,3
9680,1,0,17370,0,0,8880,0,2,8394,1,1,211,0,6,90,1,3
9680,1,0,17382,0,0,8801,0,2,8397,1,1,210,0,6,90,1,3
9679,1,0,17394,0,0,8724,0,2,8401,1,1,208,0,6,90,1,3
9679,1,0,17405,0,0,8648,0,2,8404,1,1,206,0,6,90,1,3
9678,1,0,17417,0,0,8574,0,2,8407,1,1,204,0,6,90,1,3
9678,1,0,17429,0,0,8500,0,2,8411,1,1,203,0,6,90,1,3
9677,1,0,17441,0,0,8428,0,2,8414,1,1,201,0,6,90,1,3
9676,1,0,17453,0,0,8357,0,2,8418,1,1,200,0,6,90,1,3
9676,1,0,17464,0,0,8288,0,2,8421,1,1,198,0,6,90,1,3
9675,1,0,17476,0,0,8219,0,2,8425,1,1,196,0,6,90,1,3
9675,1,0,17488,0,0,65219,0,1,8428,1,1,195,0,6,90,1,3
9674,1,0,17500,0,0,64689,0,1,8432,1,1,193,0,6,90,1,3
9673,1,0,17512,0,0,64168,0,1,8435,1,1,192,0,6,90,1,3
9673,1,0,17524,0,0,63657,0,1,8439,1,1,190,0,6,90,1,3
9671,1,0,17540,0,0,63201,0,1,8452,1,1,189,0,6,91,1,3
9671,1,0,17552,0,0,62706,0,1,8456,1,1,188,0,6,91,1,3
9670,1,0,17564,0,0,62218,0,1,8460,1,1,186,0,6,91,1,3
9670,1,0,17576,0,0,61738,0,1,8463,1,1,185,0,6,91,1,3
9669,1,0,17588,0,0,61265,0,1,8467,1,1,184,0,6,91,1,3
9668,1,0,17600,0,0,60799,0,1,8471,1,1,182,0,6,91,1,3
9668,1,0,17613,0,0,60341,0,1,8475,1,1,181,0,6,91,1,3
9667,1,0,17625,0,0,59889,0,1,8479,1,1,180,0,6,91,1,3
9667,1,0,17637,0,0,59445,0,1,8483,1,1,178,0,6,91,1,3
9666,1,0,17649,0,0,59007,0,1,8487,1,1,177,0,6,91,1,3
9665,1,0,17662,0,0,58575,0,1,8491,1,1,176,0,6,91,1,3
9665,1,0,17674,0,0,58150,0,1,8496,1,1,175,0,6,91,1,3
9664,1,0,17686,0,0,57731,0,1,8500,1,1,174,0,6,91,1,3
9664,1,0,17699,0,0,57318,0,1,8504,1,1,172,0,6,91,1,3
9663,1,0,17711,0,0,56911,0,1,8508,1,1,171,0,6,91,1,3
9662,1,0,17723,0,0,56509,0,1,8512,1,1,170,0,6,91,1,3
9662,1,0,17736,0,0,56114,0,1,8516,1,1,169,0,6,91,1,3
9661,1,0,17748,0,0,55724,0,1,8521,1,1,168,0,6,91,1,3
9661,1,0,17761,0,0,55339,0,1,8525,1,1,167,0,6,91,1,3
