9199,1,0,18079,0,0,30373,0,0,15078,1,1,92,0,6,125,1,3
9198,1,0,18093,0,0,30364,0,0,15088,1,1,92,0,6,125,1,3
9198,1,0,18107,0,0,30354,0,0,15098,1,1,92,0,6,125,1,3
9197,1,0,18122,0,0,30344,0,0,15107,1,1,92,0,6,125,1,3
9196,1,0,18136,0,0,30334,0,0,15117,1,1,92,0,6,125,1,3
9195,1,0,18151,0,0,30324,0,0,15127,1,1,91,0,6,125,1,3
9194,1,0,18165,0,0,30315,0,0,15137,1,1,91,0,6,125,1,3
9193,1,0,18180,0,0,30305,0,0,15146,1,1,91,0,6,125,1,3
9192,1,0,18194,0,0,30295,0,0,15156,1,1,91,0,6,125,1,3
9191,1,0,18209,0,0,30286,0,0,15166,1,1,91,0,6,125,1,3
9190,1,0,18224,0,0,30276,0,0,15176,1,1,91,0,6,125,1,3
9189,1,0,18238,0,0,30266,0,0,15186,1,1,90,0,6,125,1,3
9188,1,0,18253,0,0,30256,0,0,15196,1,1,90,0,6,125,1,3
9187,1,0,18268,0,0,30247,0,0,15206,1,1,90,0,6,125,1,3
9186,1,0,18283,0,0,30237,0,0,15216,1,1,90,0,6,126,1,3
9185,1,0,18297,0,0,30228,0,0,15226,1,1,90,0,6,126,1,3
9184,1,0,18312,0,0,30218,0,0,15236,1,1,90,0,6,126,1,3
9183,1,0,18327,0,0,30208,0,0,15245,1,1,89,0,6,126,1,3
9182,1,0,18342,0,0,30199,0,0,15255,1,1,89,0,6,126,1,3
9181,1,0,18357,0,0,30189,0,0,15266,1,1,89,0,6,126,1,3
9180,1,0,18372,0,0,30180,0,0,15276,1,1,89,0,6,126,1,3
9179,1,0,18387,0,0,30170,0,0,15286,1,1,89,0,6,126,1,3
9178,1,0,18402,0,0,30161,0,0,15296,1,1,89,0,6,126,1,3
9177,1,0,18417,0,0,30151,0,0,15306,1,1,88,0,6,126,1,3
9176,1,0,18432,0,0,30142,0,0,15317,1,1,88,0,6,126,1,3
9176,1,0,18447,0,0,30132,0,0,15327,1,1,88,0,6,126,1,3
