time,r_LVLH_C_x,r_LVLH_C_y,r_LVLH_C_z,v_LVLH_C_x,v_LVLH_C_y,v_LVLH_C_z,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
0.9400000000000001,1.4840234640950702,-0.1979204457057111,0.1968713686798425,-0.016991267460396413,0.0022303658716639734,-0.0033284502630830286,30.034382391726236,20.162784608421973,10.100136535820653,0.0,0.1,0.0
0.9500000000000001,1.483853551957761,-0.19789814012460596,0.19683808416461196,-0.016991160001104646,0.0022307503489598464,-0.0033284527829548346,30.034749983592782,20.16451605562064,10.101202938361274,0.0,0.1,0.0
0.96,1.4836836408950553,-0.19787583069874,0.19680479962418482,-0.016991052539637896,0.0022311348238241054,-0.0033284553024005765,30.035117613869478,20.16624749639655,10.102269364570592,0.0,0.1,0.0
0.97,1.4835137309069755,-0.19785351742813756,0.19677151505856535,-0.016990945075996182,0.002231519296256701,-0.003328457821420254,30.03548528255811,20.16797893074896,10.10333581445127,0.0,0.1,0.0
0.98,1.4833438219935429,-0.19783120031282297,0.19673823046775785,-0.01699083761017951,0.002231903766257584,-0.0033284603400138666,30.035852989660516,20.169710358677115,10.104402288005941,0.0,0.1,0.0
0.99,1.483173914154779,-0.19780887935282052,0.1967049458517665,-0.0169907301421879,0.002232288233826705,-0.0033284628581814143,30.036220735178475,20.171441780180285,10.105468785237267,0.0,0.1,0.0
1.0,1.4830040073907063,-0.19778655454815453,0.19667166121059562,-0.016990622672021363,0.0022326726989640154,-0.003328465375922896,30.036588519113813,20.173173195257718,10.106535306147887,0.0,0.1,0.0
1.01,1.482834101701346,-0.19776422589884934,0.19663837654424948,-0.01699051519967991,0.0022330571616694652,-0.0033284678932383126,30.036956341468326,20.174904603908683,10.107601850740453,0.0,0.1,0.0
1.02,1.4826641970867198,-0.19774189340492926,0.19660509185273228,-0.01699040772516356,0.0022334416219430054,-0.0033284704101276628,30.03732420224383,20.17663600613243,10.10866841901761,0.0,0.1,0.0
1.03,1.48249429354685,-0.19771955706641858,0.19657180713604833,-0.016990300248472322,0.0022338260797845873,-0.0033284729265909466,30.037692101442143,20.17836740192821,10.109735010982014,0.0,0.1,0.0
1.04,1.4823243910817576,-0.19769721688334166,0.1965385223942019,-0.016990192769606217,0.002234210535194161,-0.0033284754426281633,30.03806003906505,20.18009879129529,10.110801626636313,0.0,0.1,0.0
1.05,1.4821544896914651,-0.1976748728557228,0.19650523762719718,-0.01699008528856525,0.002234594988171678,-0.0033284779582393137,30.038428015114384,20.181830174232925,10.11186826598315,0.0,0.1,0.0
1.06,1.4819845893759935,-0.19765252498358632,0.19647195283503852,-0.01698997780534944,0.0022349794387170885,-0.003328480473424396,30.03879602959195,20.18356155074037,10.11293492902518,0.0,0.1,0.0
1.07,1.4818146901353653,-0.19763017326695656,0.19643866801773013,-0.0169898703199588,0.0022353638868303433,-0.0033284829881834108,30.039164082499546,20.185292920816885,10.114001615765053,0.0,0.1,0.0
1.08,1.4816447919696016,-0.19760781770585784,0.19640538317527625,-0.016989762832393344,0.0022357483325113935,-0.003328485502516358,30.039532173839,20.18702428446172,10.115068326205414,0.0,0.1,0.0
1.09,1.4814748948787246,-0.19758545830031446,0.1963720983076812,-0.016989655342653082,0.0022361327757601896,-0.0033284880164232366,30.039900303612107,20.188755641674145,10.116135060348915,0.0,0.1,0.0
1.1,1.4813049988627558,-0.19756309505035075,0.19633881341494921,-0.016989547850738033,0.0022365172165766827,-0.0033284905299040463,30.04026847182068,20.19048699245341,10.117201818198208,0.0,0.1,0.0
1.11,1.481135103921717,-0.197540727955991,0.19630552849708455,-0.01698944035664821,0.0022369016549608238,-0.003328493042958787,30.040636678466544,20.192218336798767,10.118268599755947,0.0,0.1,0.0
1.12,1.48096521005563,-0.19751835701725962,0.19627224355409148,-0.01698933286038362,0.002237286090912563,-0.0033284955555874587,30.041004923551494,20.193949674709476,10.119335405024772,0.0,0.1,0.0
1.1300000000000001,1.4807953172645167,-0.19749598223418088,0.19623895858597423,-0.016989225361944287,0.0022376705244318514,-0.0033284980677900605,30.041373207077346,20.1956810061848,10.120402234007344,0.0,0.1,0.0
1.1400000000000001,1.4806254255483986,-0.1974736036067791,0.19620567359273708,-0.016989117861330217,0.0022380549555186396,-0.0033285005795665925,30.041741529045904,20.197412331223983,10.121469086706307,0.0,0.1,0.0
