time,r_LVLH_C_x,r_LVLH_C_y,r_LVLH_C_z,roll,pitch,yaw
0.0,1.5,-0.2,0.2,29.999999999999996,20.0,10.0
0.01,1.4998299869470664,-0.19997805593491247,0.19996671787227202,30.000999999999998,20.002,10.003
0.02,1.4996599749666917,-0.1999561080227806,0.19993343571894695,30.001999999999995,20.004,10.006
0.03,1.4994899640588972,-0.19993415626362862,0.19990015354002907,30.002999999999997,20.006,10.009
0.04,1.4993199542237052,-0.19991220065748086,0.19986687133552267,30.003999999999998,20.008,10.012
0.05,1.499149945461137,-0.19989024120436158,0.19983358910543195,30.004999999999995,20.01,10.015
0.06,1.4989799377712145,-0.19986827790429504,0.1998003068497612,30.005999999999997,20.012,10.018
0.07,1.4988099311539598,-0.1998463107573055,0.19976702456851467,30.006999999999998,20.014,10.021
0.08,1.498639925609394,-0.19982433976341724,0.19973374226169663,30.007999999999996,20.016,10.024
0.09,1.4984699211375394,-0.19980236492265455,0.19970045992931135,30.008999999999997,20.018,10.027
0.1,1.4982999177384178,-0.19978038623504168,0.19966717757136307,30.009999999999998,20.02,10.03
0.11,1.4981299154120504,-0.19975840370060294,0.19963389518785604,30.010999999999996,20.022,10.033
0.12,1.4979599141584596,-0.19973641731936256,0.19960061277879457,30.011999999999997,20.024,10.036
0.13,1.4977899139776667,-0.19971442709134485,0.1995673303441829,30.012999999999998,20.026,10.039
0.14,1.4976199148696938,-0.19969243301657405,0.19953404788402523,30.013999999999996,20.028,10.042
0.15,1.4974499168345625,-0.19967043509507446,0.19950076539832592,30.014999999999997,20.03,10.045
0.16,1.4972799198722946,-0.19964843332687038,0.19946748288708915,30.015999999999995,20.032,10.048
0.17,1.4971099239829115,-0.19962642771198602,0.19943420035031922,30.016999999999996,20.034,10.051
0.18,1.4969399291664356,-0.19960441825044573,0.1994009177880204,30.017999999999997,20.036,10.054
0.19,1.4967699354228883,-0.19958240494227372,0.19936763520019693,30.018999999999995,20.038,10.057
0.2,1.4965999427522914,-0.19956038778749435,0.19933435258685306,30.019999999999996,20.04,10.06
0.21,1.4964299511546666,-0.19953836678613182,0.19930106994799307,30.020999999999997,20.042,10.063
0.22,1.4962599606300357,-0.19951634193821047,0.1992677872836212,30.021999999999995,20.044,10.066
0.23,1.4960899711784208,-0.19949431324375452,0.19923450459374173,30.022999999999996,20.046,10.069
0.24,1.495919982799843,-0.1994722807027883,0.19920122187835893,30.023999999999997,20.048,10.072
0.25,1.4957499954943245,-0.19945024431533606,0.19916793913747702,30.024999999999995,20.05,10.075
0.26,1.495580009261887,-0.19942820408142212,0.1991346563711003,30.025999999999996,20.052,10.078
0.27,1.4954100241025523,-0.19940616000107073,0.19910137357923302,30.026999999999997,20.054,10.081
0.28,1.495240040016342,-0.19938411207430617,0.19906809076187942,30.027999999999995,20.056,10.084
0.29,1.495070057003278,-0.19936206030115272,0.1990348079190438,30.028999999999996,20.058,10.087
0.3,1.4949000750633819,-0.1993400046816347,0.19900152505073038,30.029999999999998,20.06,10.09
0.31,1.4947300941966757,-0.19931794521577637,0.19896824215694342,30.030999999999995,20.062,10.093
0.32,1.4945601144031808,-0.19929588190360198,0.19893495923768723,30.031999999999996,20.064,10.096
0.33,1.4943901356829195,-0.1992738147451359,0.198901676292966,30.032999999999998,20.066,10.099
0.34,1.494220158035913,-0.19925174374040233,0.19886839332278408,30.033999999999995,20.068,10.102
0.35000000000000003,1.4940501814621834,-0.1992296688894256,0.19883511032714565,30.034999999999997,20.07,10.105
0.36,1.4938802059617522,-0.19920759019222997,0.198801827306055,30.035999999999998,20.072,10.108
0.37,1.4937102315346416,-0.19918550764883974,0.1987685442595164,30.036999999999995,20.074,10.111
0.38,1.4935402581808728,-0.19916342125927924,0.1987352611875341,30.037999999999997,20.076,10.114
0.39,1.4933702859004678,-0.19914133102357268,0.19870197809011236,30.038999999999998,20.078,10.117
0.4,1.4932003146934487,-0.1991192369417444,0.19866869496725542,30.039999999999996,20.08,10.12
0.41000000000000003,1.4930303445598367,-0.1990971390138187,0.19863541181896757,30.040999999999997,20.082,10.123
0.42,1.492860375499654,-0.1990750372398198,0.1986021286452531,30.041999999999998,20.084,10.126
0.43,1.492690407512922,-0.19905293161977208,0.1985688454461162,30.042999999999996,20.086,10.129
0.44,1.4925204405996626,-0.19903082215369974,0.19853556222156116,30.043999999999997,20.088,10.132
0.45,1.4923504747598975,-0.19900870884162716,0.19850227897159226,30.044999999999998,20.09,10.135
0.46,1.4921805099936487,-0.19898659168357857,0.1984689956962137,30.045999999999996,20.092,10.138
0.47000000000000003,1.4920105463009377,-0.19896447067957826,0.19843571239542984,30.046999999999997,20.094,10.141
0.48,1.4918405836817863,-0.19894234582965056,0.19840242906924485,30.047999999999995,20.096,10.144
0.49,1.4916706221362164,-0.19892021713381974,0.19836914571766306,30.048999999999996,20.098,10.147
