time,r_LVLH_C_x,r_LVLH_C_y,r_LVLH_C_z,roll,pitch,yaw
0.62,1.4895999044493096,-0.0006957872542935402,0.0,29.999999999999996,20.0,10.0
0.63,1.489432171062832,-0.0007068900672310902,0.0,29.999999999999996,20.0,10.0
0.64,1.489264437997135,-0.0007179890847000986,0.0,29.999999999999996,20.0,10.0
0.65,1.4890967052522392,-0.0007290843067078248,0.0,29.999999999999996,20.0,10.0
0.66,1.4889289728281667,-0.0007401757332615277,0.0,29.999999999999996,20.0,10.0
0.67,1.4887612407249389,-0.0007512633643684673,0.0,29.999999999999996,20.0,10.0
0.68,1.488593508942577,-0.0007623472000359041,0.0,29.999999999999996,20.0,10.0
0.6900000000000001,1.4884257774811027,-0.0007734272402710986,0.0,29.999999999999996,20.0,10.0
0.7000000000000001,1.4882580463405375,-0.0007845034850813123,0.0,29.999999999999996,20.0,10.0
0.71,1.4880903155209027,-0.0007955759344738068,0.0,29.999999999999996,20.0,10.0
0.72,1.4879225850222197,-0.0008066445884558445,0.0,29.999999999999996,20.0,10.0
0.73,1.4877548548445103,-0.0008177094470346884,0.0,29.999999999999996,20.0,10.0
0.74,1.4875871249877959,-0.0008287705102176013,0.0,29.999999999999996,20.0,10.0
0.75,1.4874193954520976,-0.000839827778011847,0.0,29.999999999999996,20.0,10.0
0.76,1.487251666237437,-0.0008508812504246897,0.0,29.999999999999996,20.0,10.0
