time,r_LVLH_C_x,r_LVLH_C_y,r_LVLH_C_z,roll,pitch,yaw
0.0,1.5,-0.2,0.2,29.999999999999996,20.0,10.0
0.01,1.4998299869470664,-0.19997805593491247,0.19996671787227202,29.999999999999996,20.0,10.0
0.02,1.4996599749666917,-0.1999561080227806,0.19993343571894695,29.999999999999996,20.0,10.0
0.03,1.4994899640588972,-0.19993415626362862,0.1999001535400291,29.999999999999996,20.0,10.0
0.04,1.499319954223705,-0.1999122006574809,0.19986687133552267,29.999999999999996,20.0,10.0
0.05,1.499149945461137,-0.19989024120436158,0.19983358910543195,29.999999999999996,20.0,10.0
0.06,1.4989799377712145,-0.19986827790429504,0.1998003068497612,29.999999999999996,20.0,10.0
0.07,1.4988099311539596,-0.1998463107573055,0.19976702456851467,29.999999999999996,20.0,10.0
0.08,1.498639925609394,-0.19982433976341726,0.19973374226169663,29.999999999999996,20.0,10.0
0.09,1.4984699211375394,-0.19980236492265457,0.19970045992931135,29.999999999999996,20.0,10.0
0.1,1.4982999177384175,-0.1997803862350417,0.19966717757136307,29.999999999999996,20.0,10.0
0.11,1.4981299154120504,-0.19975840370060294,0.19963389518785607,29.999999999999996,20.0,10.0
0.12,1.4979599141584594,-0.19973641731936256,0.1996006127787946,29.999999999999996,20.0,10.0
0.13,1.4977899139776667,-0.19971442709134485,0.1995673303441829,29.999999999999996,20.0,10.0
0.14,1.4976199148696938,-0.19969243301657405,0.19953404788402526,29.999999999999996,20.0,10.0
0.15,1.4974499168345623,-0.19967043509507448,0.19950076539832592,29.999999999999996,20.0,10.0
0.16,1.4972799198722944,-0.19964843332687038,0.19946748288708918,29.999999999999996,20.0,10.0
0.17,1.4971099239829115,-0.19962642771198602,0.19943420035031925,29.999999999999996,20.0,10.0
0.18,1.4969399291664356,-0.19960441825044573,0.1994009177880204,29.999999999999996,20.0,10.0
0.19,1.4967699354228883,-0.19958240494227375,0.19936763520019693,29.999999999999996,20.0,10.0
0.2,1.4965999427522914,-0.19956038778749435,0.19933435258685306,29.999999999999996,20.0,10.0
0.21,1.4964299511546666,-0.19953836678613182,0.19930106994799307,29.999999999999996,20.0,10.0
0.22,1.4962599606300357,-0.19951634193821047,0.1992677872836212,29.999999999999996,20.0,10.0
0.23,1.4960899711784206,-0.19949431324375452,0.19923450459374176,29.999999999999996,20.0,10.0
0.24,1.495919982799843,-0.1994722807027883,0.19920122187835895,29.999999999999996,20.0,10.0
0.25,1.4957499954943245,-0.1994502443153361,0.19916793913747705,29.999999999999996,20.0,10.0
0.26,1.495580009261887,-0.19942820408142212,0.1991346563711003,29.999999999999996,20.0,10.0
0.27,1.4954100241025523,-0.19940616000107073,0.19910137357923305,29.999999999999996,20.0,10.0
0.28,1.495240040016342,-0.19938411207430617,0.19906809076187945,29.999999999999996,20.0,10.0
0.29,1.495070057003278,-0.19936206030115272,0.19903480791904382,29.999999999999996,20.0,10.0
0.3,1.4949000750633819,-0.1993400046816347,0.1990015250507304,29.999999999999996,20.0,10.0
0.31,1.4947300941966757,-0.19931794521577637,0.19896824215694345,29.999999999999996,20.0,10.0
0.32,1.4945601144031808,-0.199295881903602,0.19893495923768725,29.999999999999996,20.0,10.0
0.33,1.4943901356829195,-0.1992738147451359,0.19890167629296604,29.999999999999996,20.0,10.0
0.34,1.494220158035913,-0.19925174374040233,0.1988683933227841,29.999999999999996,20.0,10.0
0.35000000000000003,1.4940501814621834,-0.1992296688894256,0.19883511032714568,29.999999999999996,20.0,10.0
0.36,1.4938802059617522,-0.19920759019222997,0.19880182730605503,29.999999999999996,20.0,10.0
0.37,1.4937102315346416,-0.19918550764883977,0.19876854425951643,29.999999999999996,20.0,10.0
0.38,1.4935402581808728,-0.19916342125927924,0.19873526118753412,29.999999999999996,20.0,10.0
0.39,1.4933702859004678,-0.1991413310235727,0.19870197809011236,29.999999999999996,20.0,10.0
0.4,1.4932003146934487,-0.1991192369417444,0.19866869496725545,29.999999999999996,20.0,10.0
0.41000000000000003,1.4930303445598367,-0.1990971390138187,0.1986354118189676,29.999999999999996,20.0,10.0
0.42,1.492860375499654,-0.1990750372398198,0.19860212864525312,29.999999999999996,20.0,10.0
0.43,1.492690407512922,-0.19905293161977208,0.19856884544611622,29.999999999999996,20.0,10.0
0.44,1.4925204405996626,-0.19903082215369977,0.19853556222156118,29.999999999999996,20.0,10.0
0.45,1.4923504747598977,-0.19900870884162716,0.19850227897159226,29.999999999999996,20.0,10.0
0.46,1.4921805099936487,-0.19898659168357857,0.19846899569621373,29.999999999999996,20.0,10.0
0.47000000000000003,1.4920105463009377,-0.1989644706795783,0.19843571239542987,29.999999999999996,20.0,10.0
0.48,1.4918405836817865,-0.19894234582965056,0.19840242906924488,29.999999999999996,20.0,10.0
0.49,1.4916706221362166,-0.19892021713381974,0.19836914571766306,29.999999999999996,20.0,10.0
0.5,1.4915006616642497,-0.1988980845921101,0.1983358623406887,29.999999999999996,20.0,10.0
0.51,1.491330702265908,-0.19887594820454593,0.198302578938326,29.999999999999996,20.0,10.0
0.52,1.4911607439412127,-0.19885380797115154,0.19826929551057923,29.999999999999996,20.0,10.0
0.53,1.490990786690186,-0.1988316638919512,0.1982360120574527,29.999999999999996,20.0,10.0
0.54,1.4908208305128494,-0.19880951596696922,0.19820272857895063,29.999999999999996,20.0,10.0
0.55,1.4906508754092247,-0.19878736419622986,0.19816944507507728,29.999999999999996,20.0,10.0
0.56,1.4904809213793337,-0.1987652085797575,0.19813616154583694,29.999999999999996,20.0,10.0
0.5700000000000001,1.490310968423198,-0.19874304911757634,0.19810287799123383,29.999999999999996,20.0,10.0
0.58,1.49014101654084,-0.19872088580971073,0.19806959441127223,29.999999999999996,20.0,10.0
0.59,1.4899710657322804,-0.19869871865618496,0.1980363108059564,29.999999999999996,20.0,10.0
0.6,1.489801115997542,-0.19867654765702333,0.1980030271752906,29.999999999999996,20.0,10.0
0.61,1.4896311673366456,-0.19865437281225015,0.1979697435192791,29.999999999999996,20.0,10.0
0.62,1.4894612197496138,-0.19863219412188968,0.19793645983792615,29.999999999999996,20.0,10.0
0.63,1.4892912732364676,-0.19861001158596625,0.197903176131236,29.999999999999996,20.0,10.0
0.64,1.4891213277972295,-0.19858782520450416,0.19786989239921293,29.999999999999996,20.0,10.0
0.65,1.4889513834319206,-0.19856563497752772,0.1978366086418612,29.999999999999996,20.0,10.0
0.66,1.488781440140563,-0.1985434409050612,0.1978033248591851,29.999999999999996,20.0,10.0
0.67,1.4886114979231786,-0.19852124298712892,0.19777004105118878,29.999999999999996,20.0,10.0
0.68,1.4884415567797886,-0.1984990412237552,0.19773675721787662,29.999999999999996,20.0,10.0
